Hour,High Year-Round Headroom + Short Summer Constraints,Variable Headroom + Summer Constraints,Lower & More Persistent Summer Headroom
41,363.82707641536723,344.04049450162455,321.7798542416007
42,363.82707642971104,344.04049451530904,321.77985425777325
43,363.82707646597515,344.04049454990616,321.7798542986608
44,363.8270765088997,344.04049459085763,321.779854347058
45,363.8270765448661,344.0404946251707,321.7798543876098
46,363.8270765681886,344.0404946474212,321.7798544139058
47,363.8270765803035,344.04049465897924,321.77985442756534
48,364.95269407577933,350.2377720855932,323.09255541977393
49,364.95269407577933,350.2377720855932,323.09255541977393
50,364.95269407577933,350.2377720855932,323.09255541977393
51,364.95269407577933,350.2377720855932,323.09255541977393
52,364.9526940757792,350.23777208559306,323.0925554197738
53,364.95269407577854,350.23777208559244,323.092555419773
54,364.95269407577354,350.23777208558766,323.0925554197674
55,364.9526940757436,350.2377720855591,323.0925554197336
56,364.95269407559334,350.2377720854157,323.09255541956423
57,364.9526940749658,350.23777208481704,323.09255541885665
58,364.9526940727879,350.23777208273924,323.0925554164011
59,364.95269406653307,350.23777207677193,323.0925554093488
60,364.95269405175463,350.23777206267283,323.0925553926862
61,364.95269402330456,350.2377720355305,323.09255536060897
62,364.9526939794309,350.23777199367356,323.09255531114167
63,364.9526939270692,350.2377719437188,323.0925552521042
64,364.9526938828323,350.2377719015154,323.0925552022274
65,364.952693865335,350.23777188482234,323.0925551824993
66,364.9526938828323,350.2377719015154,323.0925552022274
67,364.9526939270692,350.2377719437188,323.0925552521042
68,364.9526939794309,350.23777199367356,323.09255531114167
69,364.95269402330456,350.2377720355305,323.09255536060897
70,364.95269405175463,350.23777206267283,323.0925553926862
71,364.95269406653307,350.23777207677193,323.0925554093488
72,365.95390940632427,355.90837829270924,324.2814054455262
73,365.95390940632427,355.90837829270924,324.2814054455262
74,365.95390940632427,355.90837829270924,324.2814054455262
75,365.95390940632427,355.90837829270924,324.2814054455262
76,365.95390940632416,355.90837829270913,324.2814054455261
77,365.9539094063233,355.90837829270833,324.28140544552514
78,365.9539094063172,355.90837829270254,324.28140544551826
79,365.95390940628073,355.9083782926677,324.2814054454771
80,365.9539094060976,355.908378292493,324.28140544527065
81,365.9539094053328,355.90837829176337,324.28140544440834
82,365.95390940267873,355.9083782892313,324.2814054414159
83,365.9539093950562,355.90837828195913,324.28140543282154
84,365.9539093770463,355.90837826477707,324.2814054125155
85,365.95390934237525,355.90837823169977,324.2814053734241
86,365.95390928890805,355.9083781806903,324.28140531314017
87,365.9539092250968,355.90837811981226,324.28140524119345
88,365.953909171187,355.9083780683805,324.28140518041045
89,365.95390914986365,355.9083780480374,324.2814051563685
90,365.953909171187,355.9083780683805,324.28140518041045
91,365.9539092250968,355.90837811981226,324.28140524119345
92,365.95390928890805,355.9083781806903,324.28140531314017
93,365.95390934237525,355.90837823169977,324.2814053734241
94,365.9539093770463,355.90837826477707,324.2814054125155
95,365.9539093950562,355.90837828195913,324.28140543282154
96,366.77918182952817,360.81962914995256,325.29480816321256
97,366.77918182952817,360.81962914995256,325.29480816321256
98,366.77918182952817,360.81962914995256,325.29480816321256
99,366.77918182952817,360.81962914995256,325.29480816321256
100,366.77918182952806,360.81962914995245,325.2948081632124
101,366.77918182952703,360.8196291499514,325.29480816321126
102,366.7791818295196,360.8196291499444,325.2948081632029
103,366.77918182947514,360.81962914990197,325.29480816315277
104,366.7791818292522,360.81962914968926,325.2948081629014
105,366.7791818283211,360.81962914880097,325.2948081618516
106,366.77918182508984,360.81962914571824,325.29480815820835
107,366.7791818158096,360.8196291368646,325.29480814774496
108,366.779181793883,360.8196291159459,325.29480812302285
109,366.77918175167196,360.81962907567515,325.2948080754302
110,366.7791816865771,360.8196290135725,325.2948080020362
111,366.7791816088886,360.8196289394552,325.2948079144429
112,366.7791815432549,360.8196288768384,325.2948078404413
113,366.7791815172943,360.81962885207116,325.2948078111709
114,366.7791815432549,360.8196288768384,325.2948078404413
115,366.7791816088886,360.8196289394552,325.2948079144429
116,366.7791816865771,360.8196290135725,325.2948080020362
117,366.77918175167196,360.81962907567515,325.2948080754302
118,366.779181793883,360.8196291159459,325.29480812302285
119,366.7791818158096,360.8196291368646,325.29480814774496
120,367.38927896527304,364.7750859791927,326.09347544570085
121,367.38927896527304,364.7750859791927,326.09347544570085
122,367.38927896527304,364.7750859791927,326.09347544570085
123,367.38927896527304,364.7750859791927,326.09347544570085
124,367.38927896527287,364.7750859791925,326.0934754457007
125,367.3892789652716,364.7750859791913,326.09347544569926
126,367.38927896526263,364.77508597918273,326.0934754456891
127,367.3892789652085,364.7750859791311,326.09347544562814
128,367.3892789649374,364.7750859788725,326.0934754453224
129,367.3892789638049,364.775085977792,326.0934754440455
130,367.38927895987473,364.77508597404255,326.09347543961434
131,367.38927894858733,364.77508596327397,326.0934754268878
132,367.3892789219184,364.7750859378309,326.09347539681875
133,367.38927887057775,364.77508588885024,326.09347533893254
134,367.38927879140385,364.77508581331574,326.09347524966444
135,367.3892786969126,364.775085723168,326.09347514312617
136,367.3892786170832,364.77508564700815,326.0934750531191
137,367.3892785855078,364.77508561688416,326.093475017518
138,367.3892786170832,364.77508564700815,326.0934750531191
139,367.3892786969126,364.775085723168,326.09347514312617
140,367.38927879140385,364.77508581331574,326.09347524966444
141,367.38927887057775,364.77508588885024,326.09347533893254
142,367.3892789219184,364.7750859378309,326.09347539681875
143,367.38927894858733,364.77508596327397,326.0934754268878
144,367.7599443012793,367.6236561188692,326.6530949033704
145,367.7599443012793,367.6236561188692,326.6530949033704
146,367.7599443012793,367.6236561188692,326.6530949033704
147,367.7599443012793,367.6236561188692,326.6530949033704
148,367.7599443012791,367.623656118869,326.6530949033702
149,367.7599443012776,367.62365611886753,326.65309490336847
150,367.7599443012666,367.62365611885707,326.65309490335613
151,367.7599443012009,367.6236561187944,326.653094903282
152,367.75994430087144,367.6236561184801,326.65309490291054
153,367.7599442994954,367.62365611716723,326.65309490135905
154,367.75994429471984,367.62365611261123,326.6530948959747
155,367.7599442810045,367.6236560995264,326.6530948805107
156,367.75994424859914,367.62365606861056,326.65309484397386
157,367.7599441862153,367.6236560090943,326.6530947736365
158,367.7599440900113,367.62365591731253,326.6530946651671
159,367.7599439751952,367.62365580777424,326.65309453571274
160,367.7599438781948,367.62365571523264,326.6530944263454
161,367.75994383982754,367.623655678629,326.65309438308657
162,367.7599438781948,367.62365571523264,326.6530944263454
163,367.7599439751952,367.62365580777424,326.65309453571274
164,367.7599440900113,367.62365591731253,326.6530946651671
165,367.7599441862153,367.6236560090943,326.6530947736365
166,367.75994424859914,367.62365606861056,326.65309484397386
167,367.7599442810045,367.6236560995264,326.6530948805107
168,367.88347226700756,369.2663576850062,326.9659049745728
169,367.88347226700756,369.2663576850062,326.9659049745728
170,367.88347226700756,369.2663576850062,326.9659049745728
171,367.88347226700756,369.2663576850062,326.9659049745728
172,367.88347226700733,369.26635768500597,326.96590497457254
173,367.88347226700546,369.2663576850042,326.9659049745705
174,367.8834722669922,369.26635768499153,326.9659049745555
175,367.8834722669124,369.2663576849154,326.96590497446556
176,367.88347226651246,369.2663576845339,326.9659049740146
177,367.883472264842,369.2663576829402,326.96590497213117
178,367.883472259045,369.26635767740964,326.9659049655951
179,367.8834722423958,369.2663576615258,326.96590494682323
180,367.88347220305855,369.2663576239967,326.9659049024707
181,367.88347212733004,369.26635755174925,326.96590481708733
182,367.88347201054694,369.26635744033433,326.9659046854151
183,367.8834718711704,369.2663573073645,326.965904528269
184,367.8834717534205,369.2663571950272,326.96590439550675
185,367.8834717068461,369.26635715059365,326.96590434299435
186,367.8834717534205,369.2663571950272,326.96590439550675
187,367.8834718711704,369.2663573073645,326.965904528269
188,367.88347201054694,369.26635744033433,326.9659046854151
189,367.88347212733004,369.26635755174925,326.96590481708733
190,367.88347220305855,369.2663576239967,326.9659049024707
191,367.8834722423958,369.2663576615258,326.96590494682323
192,367.76907801868896,369.6604232058278,327.0410647272563
193,367.76907801868896,369.6604232058278,327.0410647272563
194,367.76907801868896,369.6604232058278,327.0410647272563
195,367.76907801868896,369.6604232058278,327.04106472725624
196,367.7690780186887,369.6604232058275,327.04106472725596
197,367.7690780186864,369.6604232058254,327.04106472725346
198,367.7690780186703,369.66042320581,327.04106472723527
199,367.76907801857357,369.6604232057177,327.0410647271262
200,367.7690780180886,369.660423205255,327.04106472657935
201,367.76907801606274,369.6604232033223,327.04106472429527
202,367.7690780090325,369.6604231966152,327.04106471636874
203,367.7690779888416,369.6604231773524,327.0410646936036
204,367.7690779411363,369.66042313184,327.04106463981617
205,367.76907784929836,369.66042304422353,327.0410645362695
206,367.76907770767235,369.6604229091077,327.04106437658714
207,367.76907753864674,369.6604227478517,327.04106418601185
208,367.76907739584834,369.6604226116173,327.04106402500753
209,367.7690773393663,369.6604225577316,327.0410639613244
210,367.76907739584834,369.6604226116173,327.04106402500753
211,367.76907753864674,369.6604227478517,327.04106418601185
212,367.76907770767235,369.6604229091077,327.04106437658714
213,367.76907784929836,369.66042304422353,327.0410645362695
214,367.7690779411363,369.66042313184,327.04106463981617
215,367.7690779888416,369.6604231773524,327.0410646936036
216,367.44203806474417,368.82056539588876,326.9037945010075
217,367.44203806474417,368.82056539588876,326.9037945010075
218,367.44203806474417,368.82056539588876,326.9037945010075
219,367.4420380647441,368.8205653958887,326.90379450100744
220,367.4420380647438,368.8205653958884,326.9037945010071
221,367.4420380647411,368.82056539588586,326.90379450100403
222,367.4420380647216,368.8205653958672,326.90379450098203
223,367.4420380646044,368.8205653957554,326.90379450084987
224,367.44203806401674,368.82056539519476,326.90379450018736
225,367.4420380615624,368.82056539285327,326.9037944974201
226,367.442038053045,368.8205653847274,326.90379448781675
227,367.44203802858283,368.82056536138964,326.9037944602358
228,367.4420379707858,368.82056530624936,326.90379439507007
229,367.4420378595202,368.8205652000983,326.9037942696188
230,367.44203768793426,368.8205650363997,326.9037940761568
231,367.44203748315255,368.82056484103117,326.9037938452667
232,367.44203731014613,368.8205646759774,326.9037936502031
233,367.4420372417157,368.8205646106925,326.9037935730483
234,367.44203731014613,368.8205646759774,326.9037936502031
235,367.44203748315255,368.82056484103117,326.9037938452667
236,367.44203768793426,368.8205650363997,326.9037940761568
237,367.4420378595202,368.8205652000983,326.9037942696188
238,367.4420379707858,368.82056530624936,326.90379439507007
239,367.44203802858283,368.82056536138964,326.9037944602358
240,366.9416685618793,366.8173848970654,326.5933542197948
241,366.9416685618793,366.8173848970654,326.5933542197948
242,366.9416685618793,366.8173848970654,326.5933542197948
243,366.9416685618792,366.8173848970653,326.5933542197947
244,366.9416685618789,366.817384897065,326.5933542197943
245,366.9416685618756,366.81738489706186,326.59335421979057
246,366.94166856185194,366.8173848970393,326.59335421976397
247,366.94166856171006,366.81738489690395,326.593354219604
248,366.94166856099883,366.8173848962254,326.5933542188021
249,366.9416685580282,366.8173848933913,326.59335421545273
250,366.9416685477191,366.8173848835561,326.5933542038292
251,366.94166851811104,366.817384855309,326.59335417044633
252,366.9416684481558,366.8173847885694,326.5933540915723
253,366.9416683134844,366.81738466008846,326.5933539397311
254,366.9416681058036,366.8173844619542,326.59335370557244
255,366.9416678579439,366.81738422548784,326.59335342611223
256,366.9416676485439,366.8173840257133,326.593353190015
257,366.94166756571843,366.8173839466951,326.5933530966299
258,366.9416676485439,366.8173840257133,326.593353190015
259,366.9416678579439,366.81738422548784,326.59335342611223
260,366.9416681058036,366.8173844619542,326.59335370557244
261,366.9416683134844,366.81738466008846,326.5933539397311
262,366.9416684481558,366.8173847885694,326.5933540915723
263,366.94166851811104,366.817384855309,326.59335417044633
264,366.31829380147485,363.7730549254001,326.160011895024
265,366.31829380147485,363.7730549254001,326.160011895024
266,366.31829380147485,363.7730549254001,326.160011895024
267,366.3182938014748,363.77305492540006,326.16001189502396
268,366.31829380147434,363.7730549253996,326.16001189502344
269,366.31829380147036,363.77305492539585,326.16001189501895
270,366.3182938014418,363.77305492536857,326.1600118949867
271,366.3182938012703,363.7730549252049,326.16001189479334
272,366.31829380041023,363.77305492438444,326.1600118938237
273,366.3182937968182,363.7730549209575,326.16001188977367
274,366.3182937843526,363.77305490906497,326.1600118757188
275,366.3182937485512,363.77305487490923,326.160011835353
276,366.31829366396283,363.77305479420914,326.1600117399801
277,366.318293501121,363.77305463885267,326.160011556377
278,366.31829324999785,363.7730543992729,326.1600112732373
279,366.3182929502912,363.7730541133429,326.16001093532
280,366.3182926970891,363.7730538717797,326.16001064983624
281,366.3182925969383,363.7730537762326,326.1600105369169
282,366.3182926970891,363.7730538717797,326.16001064983624
283,366.3182929502912,363.7730541133429,326.16001093532
284,366.31829324999785,363.7730543992729,326.1600112732373
285,366.318293501121,363.77305463885267,326.160011556377
286,366.31829366396283,363.77305479420914,326.1600117399801
287,366.3182937485512,363.77305487490923,326.160011835353
288,365.6294317375191,359.85456223649567,325.6612291701532
289,365.6294317375191,359.85456223649567,325.6612291701532
290,365.6294317375191,359.85456223649567,325.6612291701532
291,365.62943173751904,359.8545622364956,325.66122917015315
292,365.6294317375185,359.8545622364951,325.6612291701525
293,365.6294317375137,359.8545622364905,325.66122917014707
294,365.6294317374792,359.8545622364576,325.6612291701082
295,365.62943173727194,359.8545622362599,325.66122916987456
296,365.6294317362331,359.85456223526876,325.6612291687032
297,365.6294317318939,359.854562231129,325.6612291638108
298,365.6294317168355,359.8545622167628,325.66122914683257
299,365.6294316735874,359.85456217550274,325.66122909807063
300,365.6294315714048,359.8545620780171,325.6612289828604
301,365.6294313746921,359.85456189034676,325.6612287610681
302,365.6294310713357,359.85456160093474,325.66122841903575
303,365.62943070929055,359.85456125553173,325.6612280108322
304,365.62943040342276,359.8545609637238,325.6612276659683
305,365.6294302824408,359.85456084830304,325.6612275295619
306,365.62943040342276,359.8545609637238,325.6612276659683
307,365.62943070929055,359.85456125553173,325.6612280108322
308,365.6294310713357,359.85456160093474,325.66122841903575
309,365.6294313746921,359.85456189034676,325.6612287610681
310,365.6294315714048,359.8545620780171,325.6612289828604
311,365.6294316735874,359.85456217550274,325.66122909807063
312,364.93548087845596,355.2649092834727,325.1573482292319
313,364.93548087845596,355.2649092834727,325.1573482292319
314,364.93548087845596,355.2649092834727,325.1573482292319
315,364.9354808784559,355.26490928347266,325.15734822923184
316,364.9354808784552,355.264909283472,325.15734822923105
317,364.9354808784494,355.26490928346647,325.1573482292245
318,364.93548087840776,355.26490928342673,325.15734822917756
319,364.9354808781577,355.26490928318816,325.1573482288956
320,364.93548087690397,355.26490928199206,325.15734822748203
321,364.9354808716673,355.26490927699615,325.15734822157776
322,364.93548085349454,355.26490925965874,325.1573482010881
323,364.935480801302,355.26490920986527,325.1573481422413
324,364.935480677986,355.26490909221775,325.1573480032033
325,364.93548044058934,355.2649088657335,325.1573477355401
326,364.93548007449294,355.2649085164655,325.1573473227688
327,364.9354796375698,355.26490809962644,325.15734683014085
328,364.9354792684427,355.26490774746696,325.1573464139524
329,364.9354791224393,355.26490760817495,325.1573462493345
330,364.9354792684427,355.26490774746696,325.1573464139524
331,364.9354796375698,355.26490809962644,325.15734683014085
332,364.93548007449294,355.2649085164655,325.1573473227688
333,364.93548044058934,355.2649088657335,325.1573477355401
334,364.935480677986,355.26490909221775,325.1573480032033
335,364.935480801302,355.26490920986527,325.1573481422413
336,364.2952292242179,350.2327818552023,324.7071007506307
337,364.2952292242179,350.2327818552023,324.7071007506307
338,364.2952292242179,350.2327818552023,324.7071007506307
339,364.2952292242178,350.23278185520223,324.70710075063056
340,364.295229224217,350.23278185520144,324.70710075062965
341,364.29522922421,350.2327818551948,324.7071007506218
342,364.2952292241598,350.23278185514687,324.7071007505652
343,364.2952292238583,350.23278185485924,324.7071007502252
344,364.29522922234673,350.2327818534171,324.70710074852093
345,364.29522921603325,350.2327818473939,324.70710074140254
346,364.2952291941234,350.23278182649113,324.7071007166993
347,364.29522913119786,350.2327817664581,324.70710064575115
348,364.29522898252304,350.2327816246174,324.7071004781213
349,364.29522869630773,350.23278135155863,324.7071001554154
350,364.2952282549268,350.2327809304666,324.70709965776126
351,364.29522772815415,350.23278042790815,324.70709906382854
352,364.29522728311923,350.23278000333016,324.7070985620545
353,364.2952271070915,350.2327798353939,324.7070983635844
354,364.29522728311923,350.23278000333016,324.7070985620545
355,364.29522772815415,350.23278042790815,324.70709906382854
356,364.2952282549268,350.2327809304666,324.70709965776126
357,364.29522869630773,350.23278135155863,324.7071001554154
358,364.29522898252304,350.2327816246174,324.7071004781213
359,364.29522913119786,350.2327817664581,324.70710064575115
360,363.76151849092645,345.00125458166684,324.3632721484374
361,363.76151849092645,345.00125458166684,324.3632721484374
362,363.76151849092645,345.00125458166684,324.3632721484374
363,363.76151849092633,345.00125458166673,324.36327214843726
364,363.76151849092537,345.0012545816658,324.3632721484361
365,363.76151849091696,345.0012545816578,324.3632721484267
366,363.7615184908565,345.0012545816001,324.3632721483585
367,363.7615184904933,345.0012545812536,324.36327214794903
368,363.76151848867266,345.0012545795167,324.36327214589625
369,363.7615184810683,345.00125457226187,324.36327213732244
370,363.76151845467865,345.0012545470853,324.36327210756826
371,363.7615183788871,345.0012544747776,324.36327202211373
372,363.7615181998135,345.0012543039355,324.36327182020943
373,363.7615178550774,345.00125397504587,324.36327143152164
374,363.7615173234496,345.00125346785546,324.36327083211484
375,363.76151668897063,345.0012528625416,324.36327011674393
376,363.7615161529418,345.0012523511524,324.36326951237487
377,363.7615159409226,345.00125214887913,324.36326927332465
378,363.7615161529418,345.0012523511524,324.36326951237487
379,363.76151668897063,345.0012528625416,324.36327011674393
380,363.7615173234496,345.00125346785546,324.36327083211484
381,363.7615178550774,345.00125397504587,324.36327143152164
382,363.7615181998135,345.0012543039355,324.36327182020943
383,363.7615183788871,345.0012544747776,324.36327202211373
384,363.3773847090242,339.81614028391584,324.16884218728217
385,363.3773847090242,339.81614028391584,324.16884218728217
386,363.3773847090242,339.81614028391584,324.16884218728217
387,363.3773847090241,339.81614028391573,324.16884218728205
388,363.3773847090229,339.8161402839146,324.1688421872807
389,363.3773847090128,339.81614028390493,324.16884218726926
390,363.37738470894004,339.8161402838355,324.16884218718724
391,363.37738470850303,339.81614028341863,324.1688421866945
392,363.3773847063123,339.81614028132856,324.1688421842245
393,363.3773846971621,339.81614027259894,324.16884217390765
394,363.3773846654077,339.81614024230424,324.1688421381048
395,363.3773845742085,339.8161401552972,324.1688420352783
396,363.37738435873126,339.8161399497248,324.16884179232915
397,363.377383943914,339.8161395539755,324.1688413246254
398,363.3773833042123,339.81613894367894,324.1688406033658
399,363.3773825407507,339.81613821531147,324.1688397425679
400,363.3773818957531,339.8161375999625,324.1688390153373
401,363.3773816406328,339.8161373565693,324.1688387276908
402,363.3773818957531,339.8161375999625,324.1688390153373
403,363.3773825407507,339.81613821531147,324.1688397425679
404,363.3773833042123,339.81613894367894,324.1688406033658
405,363.377383943914,339.8161395539755,324.1688413246254
406,363.37738435873126,339.8161399497248,324.16884179232915
407,363.3773845742085,339.8161401552972,324.1688420352783
408,363.1729603189874,334.9145872682956,324.1538870947325
409,363.1729603189874,334.9145872682956,324.1538870947325
410,363.1729603189874,334.9145872682956,324.1538870947325
411,363.17296031898724,334.9145872682954,324.15388709473234
412,363.1729603189858,334.9145872682941,324.15388709473075
413,363.17296031897365,334.91458726828245,324.153887094717
414,363.17296031888617,334.914587268199,324.15388709461837
415,363.1729603183609,334.91458726769787,324.1538870940261
416,363.1729603157274,334.9145872651854,324.15388709105684
417,363.1729603047277,334.91458725469136,324.1538870786548
418,363.1729602665553,334.91458721827365,324.1538870356157
419,363.1729601569235,334.91458711368125,324.1538869120065
420,363.17295989789517,334.9145868665597,324.15388661995377
421,363.1729593992374,334.9145863908238,324.1538860577204
422,363.1729586302427,334.91458565717744,324.1538851906838
423,363.17295771247456,334.9145847815964,324.1538841559062
424,363.1729569371136,334.91458404187654,324.15388328169183
425,363.17295663042984,334.91458374929005,324.1538829359078
426,363.1729569371136,334.91458404187654,324.15388328169183
427,363.17295771247456,334.9145847815964,324.1538841559062
428,363.1729586302427,334.91458565717744,324.1538851906838
429,363.1729593992374,334.9145863908238,324.1538860577204
430,363.17295989789517,334.9145868665597,324.15388661995377
431,363.1729601569235,334.91458711368125,324.1538869120065
432,363.1633658006145,330.5144926014156,324.33347120725006
433,363.1633658006145,330.5144926014156,324.33347120725006
434,363.1633658006145,330.5144926014156,324.33347120725006
435,363.1633658006143,330.51449260141544,324.33347120724983
436,363.1633658006126,330.5144926014138,324.33347120724795
437,363.163365800598,330.51449260139987,324.33347120723147
438,363.16336580049295,330.51449260129965,324.333471207113
439,363.16336579986205,330.5144926006978,324.3334712064017
440,363.16336579669934,330.51449259768043,324.33347120283577
441,363.16336578348944,330.5144925850778,324.3334711879417
442,363.16336573764664,330.51449254134224,324.3334711362542
443,363.1633656059853,330.51449241573295,324.3334709878069
444,363.1633652949075,330.51449211895454,324.3334706370688
445,363.163364696049,330.5144915476237,324.33346996185963
446,363.1633637725316,330.5144906665577,324.3334689205998
447,363.16336267034615,330.51448961503644,324.3334676778929
448,363.1633617391834,330.5144887266765,324.3334666280129
449,363.1633613708742,330.5144883752974,324.3334662127467
450,363.1633617391834,330.5144887266765,324.3334666280129
451,363.16336267034615,330.51448961503644,324.3334676778929
452,363.1633637725316,330.5144906665577,324.3334689205998
453,363.163364696049,330.5144915476237,324.33346996185963
454,363.1633652949075,330.51449211895454,324.3334706370688
455,363.1633656059853,330.51449241573295,324.3334709878069
456,363.3477449020805,326.8052325377817,324.7066822158958
457,363.3477449020805,326.8052325377817,324.7066822158958
458,363.3477449020805,326.8052325377817,324.7066822158958
459,363.34774490208025,326.8052325377815,324.70668221589557
460,363.3477449020782,326.80523253777955,324.70668221589324
461,363.3477449020607,326.80523253776283,324.70668221587346
462,363.3477449019346,326.80523253764255,324.70668221573135
463,363.34774490117775,326.80523253692047,324.70668221487796
464,363.3477448973832,326.8052325333004,324.7066822105997
465,363.3477448815344,326.8052325181801,324.7066821927302
466,363.34774482653364,326.80523246570755,324.70668213071724
467,363.34774466857044,326.8052323150054,324.7066819526147
468,363.34774429534906,326.80523195893994,324.70668153181003
469,363.34774357685717,326.805231273475,324.70668072171514
470,363.34774246884984,326.8052302163995,324.7066794724441
471,363.34774114648206,326.80522895481704,324.706677981483
472,363.347740029302,326.80522788899043,324.70667672186977
473,363.34773958741613,326.8052274674167,324.7066762236463
474,363.347740029302,326.80522788899043,324.70667672186977
475,363.34774114648206,326.80522895481704,324.706677981483
476,363.34774246884984,326.8052302163995,324.7066794724441
477,363.34774357685717,326.805231273475,324.70668072171514
478,363.34774429534906,326.80523195893994,324.70668153181003
479,363.34774466857044,326.8052323150054,324.7066819526147
480,363.70951217985254,323.94011881165846,325.2568787228719
481,363.70951217985254,323.94011881165846,325.2568787228719
482,363.70951217985254,323.94011881165846,325.2568787228719
483,363.70951217985225,323.94011881165824,325.2568787228716
484,363.7095121798498,323.9401188116559,325.2568787228688
485,363.7095121798288,323.94011881163584,325.2568787228451
486,363.70951217967774,323.9401188114917,325.2568787226748
487,363.7095121787705,323.9401188106262,325.2568787216519
488,363.7095121742224,323.94011880628716,325.256878716524
489,363.7095121552261,323.940118788164,325.2568786951057
490,363.7095120893023,323.9401187252705,325.256878620777
491,363.70951189996794,323.9401185446393,325.25687840730376
492,363.7095114526256,323.94011811786,325.25687790292824
493,363.70951059144284,323.9401172962633,325.2568769319503
494,363.7095092633877,323.9401160292549,325.2568754345768
495,363.70950767840066,323.94011451712504,325.25687364751417
496,363.70950633935115,323.94011323962764,325.25687213774455
497,363.7095058097077,323.94011273433034,325.25687154057505
498,363.70950633935115,323.94011323962764,325.25687213774455
499,363.70950767840066,323.94011451712504,325.25687364751417
500,363.7095092633877,323.9401160292549,325.2568754345768
501,363.70951059144284,323.9401172962633,325.2568769319503
502,363.7095114526256,323.94011811786,325.25687790292824
503,363.70951189996794,323.9401185446393,325.25687840730376
504,364.21779116019565,322.03087807942063,325.9531284196267
505,364.21779116019565,322.03087807942063,325.9531284196267
506,364.21779116019565,322.03087807942063,325.9531284196267
507,364.21779116019536,322.03087807942035,325.95312841962635
508,364.2177911601924,322.03087807941756,325.95312841962306
509,364.2177911601672,322.0308780793935,325.95312841959463
510,364.21779115998635,322.03087807922094,325.9531284193907
511,364.2177911589,322.03087807818457,325.9531284181659
512,364.217791153454,322.0308780729889,325.95312841202553
513,364.2177911307072,322.0308780512877,325.9531283863787
514,364.21779105176824,322.0308779759773,325.9531282973755
515,364.217790825054,322.0308777596845,325.95312804175666
516,364.21779028939386,322.030877248647,325.95312743780335
517,364.21778925818967,322.03087626484427,325.9531262751274
518,364.2177876679395,322.0308747476932,325.9531244821306
519,364.2177857700319,322.0308729370268,325.95312234225213
520,364.21778416661675,322.0308714073159,325.95312053441194
521,364.21778353240694,322.03087080225885,325.9531198193446
522,364.21778416661675,322.0308714073159,325.95312053441194
523,364.2177857700319,322.0308729370268,325.95312234225213
524,364.2177876679395,322.0308747476932,325.9531244821306
525,364.21778925818967,322.03087626484427,325.9531262751274
526,364.21779028939386,322.030877248647,325.95312743780335
527,364.217790825054,322.0308777596845,325.95312804175666
528,364.82993270067664,321.14432898250243,326.752726464925
529,364.82993270067664,321.14432898250243,326.752726464925
530,364.8299327006766,321.1443289825024,326.75272646492493
531,364.82993270067624,321.1443289825021,326.7527264649246
532,364.82993270067277,321.14432898249873,326.7527264649206
533,364.82993270064264,321.14432898247,326.7527264648867
534,364.82993270042624,321.1443289822636,326.75272646464265
535,364.82993269912674,321.14432898102376,326.75272646317745
536,364.82993269261186,321.1443289748084,326.75272645583203
